cluster,branch,J2,D,chi,h,energy_per_site,delta,middle_fraction,clock_z6,texture,rank1,rank2,rank3,rank1_group,rank2_group,rank3_group,gap_1_to_2,gap_2_to_3,chi_energy_shift,hours_budget,path
Izar,dimer-plaquette,0.31,8,104,0.08,-0.4574085896023,0.5623361994828999,0.999984629369036,-0.9999769436991732,dimer-plaquette,-0.67339354408375,-0.11106598806305,-0.11105734460085,0,2,1,0.5623275560207,8.643462200003116e-06,8.940950002589432e-08,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_8\orientation_0\dimer-plaquette\replica_1\h_0p08\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,8,104,0.04,-0.4369733125127,0.4500350844498999,0.9998263021207657,-0.9997394079299594,dimer-plaquette,-0.6115242730736999,-0.16156735876355,-0.1614891886238,0,1,2,0.44995691431014995,7.817013975000564e-05,1.3085264999879165e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_8\orientation_0\dimer-plaquette\replica_1\h_0p04\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,8,104,0.02,-0.4287678013609,0.3668304166823,0.999558282051648,-0.9993371304915383,dimer-plaquette,-0.5618123070108499,-0.1951439259076,-0.19498189032854998,0,1,2,0.36666838110324995,0.0001620355790500072,1.6352996999868807e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_8\orientation_0\dimer-plaquette\replica_1\h_0p02\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,8,104,0.01,-0.4253665806319,0.3124862327465,0.9991078802569965,-0.9986606272790588,dimer-plaquette,-0.5280601603157,-0.21585270270685,-0.21557392756920002,0,1,2,0.31220745760885005,0.00027877513764998363,1.5475131000530773e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_8\orientation_0\dimer-plaquette\replica_1\h_0p01\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,8,104,0.0,-0.4225946878225,0.23909876839824998,0.9845489400424405,-0.9764689958956632,dimer-plaquette,-0.4802620014716,-0.24485756247965,-0.24116323307335,0,2,1,0.23540443899195,0.00369432940629999,9.81091999974204e-07,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_8\orientation_0\dimer-plaquette\replica_1\h_0p0\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,9,108,0.08,-0.457381356962,0.5631374080117499,0.9988507032238633,-0.9982740750292619,dimer-plaquette,-0.67371477050605,-0.11122457450185001,-0.1105773624943,2,1,0,0.5624901960042,0.0006472120075500104,2.14051829999784e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_9\orientation_2\dimer-plaquette\replica_1\h_0p08\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,9,108,0.04,-0.436960588929,0.45034078528544996,0.9974294546259757,-0.9961342873690849,dimer-plaquette,-0.61144775879245,-0.16226459492935,-0.161106973507,2,1,0,0.4491831638631,0.0011576214223499859,9.41008610000349e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_9\orientation_2\dimer-plaquette\replica_1\h_0p04\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,9,108,0.02,-0.428748710094,0.36958359073104996,0.9902177977251404,-0.9851840954391179,dimer-plaquette,-0.5625374015274,-0.19656915223835,-0.19295381079635,2,1,0,0.3659682492890499,0.003615341442000014,9.039247500008951e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_9\orientation_2\dimer-plaquette\replica_1\h_0p02\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,9,108,0.01,-0.4253716016374,0.3140896384117,0.9707771828709011,-0.9549097702429196,dimer-plaquette,-0.52640815824005,-0.22149710389379998,-0.21231851982835,2,1,0,0.3049110543462501,0.009178584065449968,1.1042275600003926e-05,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_9\orientation_2\dimer-plaquette\replica_1\h_0p01\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.31,9,108,0.0,-0.4227968957218,0.2142262221166,0.03323402500056664,0.948528918867039,plaquette,-0.39631669557415,-0.38919709595255,-0.18209047345755,1,2,0,0.007119599621600026,0.20710662249499998,7.686936000006472e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.31\D_9\orientation_2\dimer-plaquette\replica_1\h_0p0\D_9_chi_108_energy_magnetization_correlation.txt
