path,J2,D,chi,energy_per_site,G0,G1,G2,group_internal_std_max,rank1,rank2,rank3,delta,gap_strong_middle,gap_middle_weak,middle_fraction,clock_z6,texture
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_4\energy_magnetization_correlation.txt,0.31,4,36,-0.4170166094636,-0.3295079015908,-0.32957123539475003,-0.32959990627695,2.350106449999778e-06,-0.32959990627695,-0.32957123539475003,-0.3295079015908,9.200468615000457e-05,2.8670882199988146e-05,6.333380395001642e-05,0.3116241508964348,0.41716105672427983,three-distinct/mixed
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_5\energy_magnetization_correlation.txt,0.31,5,50,-0.4205764796912,-0.2327607589664,-0.2452584617761,-0.50127415592715,5.023955500005339e-06,-0.50127415592715,-0.2452584617761,-0.2327607589664,0.26851339696074994,0.25601569415104997,0.012497702809700001,0.9534559431627658,-0.9270352215853922,dimer-plaquette
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_6\energy_magnetization_correlation.txt,0.31,6,72,-0.4217907597649,-0.4981207416984,-0.2344594229224,-0.23768146273814997,1.0443366000034704e-06,-0.4981207416984,-0.23768146273814997,-0.2344594229224,0.26366131877599996,0.26043927896025,0.0032220398157499774,0.9877796264135076,-0.9814472582847857,dimer-plaquette
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_7\energy_magnetization_correlation.txt,0.31,7,91,-0.4222206393717,-0.19257501308695002,-0.48158142597075004,-0.29344140161494997,6.953899499978489e-07,-0.48158142597075004,-0.29344140161494997,-0.19257501308695002,0.2890064128838,0.18814002435580007,0.10086638852799995,0.6509890990946453,-0.336283267563752,three-distinct/mixed
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_8\energy_magnetization_correlation.txt,0.31,8,104,-0.4225934640509,-0.4803758804273,-0.24219511181974998,-0.2436993647546,1.7662367999826678e-06,-0.4803758804273,-0.2436993647546,-0.24219511181974998,0.23818076860755003,0.2366765156727,0.0015042529348500144,0.9936844064126413,-0.990467031443749,dimer-plaquette
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_9\energy_magnetization_correlation.txt,0.31,9,126,-0.422819428413,-0.36884484087815,-0.41458649806130005,-0.18423776793985,5.469595200008337e-06,-0.41458649806130005,-0.36884484087815,-0.18423776793985,0.23034873012145005,0.04574165718315004,0.1846070729383,0.19857568634753495,0.6508183123399767,plaquette
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_10\energy_magnetization_correlation.txt,0.31,10,180,-0.4229589784093,-0.3538727644928,-0.4192060612416,-0.19431691854574998,5.196169099996872e-06,-0.4192060612416,-0.3538727644928,-0.19431691854574998,0.22488914269585,0.06533329674880001,0.15955584594705,0.2905133434438835,0.4621517267056249,three-distinct/mixed
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p31\2tensor_twoC3\D_11\energy_magnetization_correlation.txt,0.31,11,132,-0.4230447218773,-0.20110214787485,-0.34906714931265004,-0.4171165234411,1.263789034999796e-05,-0.4171165234411,-0.34906714931265004,-0.20110214787485,0.21601437556625,0.06804937412844997,0.14796500143780003,0.3150224328823881,0.40987020403154245,three-distinct/mixed
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p32\2tensor_twoC3\D_2\energy_magnetization_correlation.txt,0.32,2,16,-0.3868444538245,-0.3447409150583,-0.34486105509625004,-0.34476210673075003,7.990000050472901e-10,-0.34486105509625004,-0.34476210673075003,-0.3447409150583,0.00012014003795002282,9.894836550000674e-05,2.1191672450016075e-05,0.8236085753624315,-0.6942301922786492,dimer-plaquette
D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\0713summary\J2_0p32\2tensor_twoC3\D_3\energy_magnetization_correlation.txt,0.32,3,24,-0.410686661602,-0.38556036071185,-0.3854653957607,-0.23765503000295,2.1417148499958127e-06,-0.38556036071185,-0.3854653957607,-0.23765503000295,0.14790533070890002,9.496495115002279e-05,0.14781036575775,0.0006420657774460349,0.9990362832258269,plaquette
