seed_id,seed_texture,D,chi,J2,direction,insurance,is_seed,rank1,rank1_error,rank2,rank2_error,rank3,rank3_error,observation
s006,dimer-plaquette,9,108,0.3,left,2,False,-0.4516519046158,4.7763934699990296e-05,-0.269329971656,6.502446599998546e-06,-0.25555253778070003,2.9743906000134768e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s006_J2_0p33_D_9_dimer-plaquette\left\insurance_2\J2_0p30\D_9_chi_108_energy_magnetization_correlation.txt
s006,dimer-plaquette,9,108,0.31,left,2,False,-0.45793077251825,5.320300895000907e-05,-0.2616172249061,7.016192100001151e-06,-0.24864843797525002,1.584354350006589e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s006_J2_0p33_D_9_dimer-plaquette\left\insurance_2\J2_0p31\D_9_chi_108_energy_magnetization_correlation.txt
s006,dimer-plaquette,9,108,0.32,left,2,False,-0.47262932788195,4.840798165001159e-05,-0.24735909506384998,4.118063849992137e-06,-0.23876021392475003,2.1759247499919536e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s006_J2_0p33_D_9_dimer-plaquette\left\insurance_2\J2_0p32\D_9_chi_108_energy_magnetization_correlation.txt
s101,dimer-plaquette,9,108,0.29,right,1,False,-0.43182349405485,1.1860651550010813e-05,-0.28053956545675,1.5886745499960053e-06,-0.27345117048895,7.558225849996214e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s101_J2_0p28_D_9_dimer-plaquette\right\insurance_1\J2_0p29\D_9_chi_108_energy_magnetization_correlation.txt
s101,dimer-plaquette,9,108,0.3,right,1,False,-0.43992227404635004,1.2469427049993653e-05,-0.2713387230989999,1.5355250000126386e-06,-0.26626390913535,8.308898650000174e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s101_J2_0p28_D_9_dimer-plaquette\right\insurance_1\J2_0p30\D_9_chi_108_energy_magnetization_correlation.txt
s102,dimer-plaquette,9,108,0.31,right,1,False,-0.45847880773430005,1.8469706999979518e-05,-0.26692485548385,1.845624149982017e-06,-0.24212519527035004,3.597595499976735e-07,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s102_J2_0p3_D_9_dimer-plaquette\right\insurance_1\J2_0p31\D_9_chi_108_energy_magnetization_correlation.txt
s101,dimer-plaquette,9,108,0.29,right,2,False,-0.4318494720277,1.1860307800010128e-05,-0.2802407585086,1.6009247000015048e-06,-0.2737295476345,7.6269328999900585e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s101_J2_0p28_D_9_dimer-plaquette\right\insurance_2\J2_0p29\D_9_chi_108_energy_magnetization_correlation.txt
s102,dimer-plaquette,9,108,0.31,right,2,False,-0.45859798802185,1.8894231350014e-05,-0.2677883628832,1.899666599997074e-06,-0.24115962004885003,3.67326849992633e-07,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s102_J2_0p3_D_9_dimer-plaquette\right\insurance_2\J2_0p31\D_9_chi_108_energy_magnetization_correlation.txt
s101,dimer-plaquette,9,108,0.28,seed,0,True,-0.41305582649699996,1.0644475999993519e-05,-0.2940068844971,5.036493299998002e-06,-0.28757694119095,5.122337550012013e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCJ2SeedContinuationIzar\d9_supplemental_seeds\s101\observation.txt
s102,dimer-plaquette,9,108,0.3,seed,0,True,-0.4522549872297,7.247974900009834e-06,-0.27432659386235,4.6921565000079823e-07,-0.24979531211444997,1.4557969499895407e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCJ2SeedContinuationIzar\d9_supplemental_seeds\s102\observation.txt
s006,dimer-plaquette,9,108,0.33,seed,0,True,-0.4899446878384999,6.108667790000188e-05,-0.22943243288865,7.972147350002179e-06,-0.2292363267526,2.0557814399996266e-05,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCJ2SeedContinuationIzar\seeds\s006\observation.txt
s005,plaquette,9,108,0.26,left,1,False,-0.34805590661314995,3.290879249995271e-06,-0.34703890200660004,1.0598895099994676e-05,-0.31659319749879994,5.27146669998535e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_1\J2_0p26\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.265,left,1,False,-0.35191867235494995,3.678790150007938e-06,-0.3482825536237,1.128688269999567e-05,-0.30753711740425,5.843123149995577e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_1\J2_0p265\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.27,left,1,False,-0.35661381796495,4.275451649993212e-06,-0.35103524857380003,1.2092979699979134e-05,-0.2961130886938,6.4860587999926445e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_1\J2_0p27\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.275,left,1,False,-0.36869970233385,4.859954050001614e-06,-0.36268827913225005,9.200504050010938e-06,-0.26759458879400005,7.029462100016648e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_1\J2_0p275\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.28,left,1,False,-0.3741898055144,4.986023800002126e-06,-0.3687282612587501,8.298329250006065e-06,-0.25169735659035003,7.171488850016284e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_1\J2_0p28\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.29,left,1,False,-0.3834683198253,1.940271800005e-06,-0.38073432190624995,5.732828849996929e-06,-0.22125698905615,5.535722849989155e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_1\J2_0p29\D_9_chi_108_energy_magnetization_correlation.txt
s103,plaquette,9,108,0.29,left,1,False,-0.39113809461225,2.3789904998738898e-07,-0.37984017675805,1.1218450349986808e-05,-0.2142867437129,4.842525900008998e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s103_J2_0p31_D_9_plaquette\left\insurance_1\J2_0p29\D_9_chi_108_energy_magnetization_correlation.txt
s103,plaquette,9,108,0.3,left,1,False,-0.39430733629575004,2.4395767500018373e-06,-0.38737196270019997,9.71122009998937e-06,-0.19465550816815,5.566123649991539e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s103_J2_0p31_D_9_plaquette\left\insurance_1\J2_0p30\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.265,left,2,False,-0.3503723865398,5.692337000096082e-07,-0.3480089775589001,1.86417423999885e-05,-0.30944189778125003,5.02658984999349e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_2\J2_0p265\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.27,left,2,False,-0.36441719100505,1.1872040500127135e-06,-0.3585450880763,1.614736480001766e-05,-0.2801784454544,6.228515800010825e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_2\J2_0p27\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.275,left,2,False,-0.36984556279189995,1.1771087000123082e-06,-0.3624480659091,1.663395189999139e-05,-0.2666527166827501,6.400448350013522e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_2\J2_0p275\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.28,left,2,False,-0.3754297330593,1.4473930000091784e-06,-0.36857949843165,1.5489549250014e-05,-0.2504453317411,6.613019500001371e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_2\J2_0p28\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.29,left,2,False,-0.3847004801843,3.3566673000029468e-06,-0.37785554784805003,1.1441969949982367e-05,-0.22298745736654998,4.366883750009376e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\left\insurance_2\J2_0p29\D_9_chi_108_energy_magnetization_correlation.txt
s103,plaquette,9,108,0.29,left,2,False,-0.39114427083415,5.398369749998189e-06,-0.38015635685020005,4.230889499995394e-06,-0.21396911978020003,5.096668699994256e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s103_J2_0p31_D_9_plaquette\left\insurance_2\J2_0p29\D_9_chi_108_energy_magnetization_correlation.txt
s103,plaquette,9,108,0.3,left,2,False,-0.39418614803745,2.351260249999765e-06,-0.38702183965264997,9.90703844999663e-06,-0.19526474206015,5.686283750000466e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s103_J2_0p31_D_9_plaquette\left\insurance_2\J2_0p30\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.31,right,1,False,-0.3914999167868,2.202152800001578e-06,-0.38992702196235,1.719477250000656e-06,-0.1862495064233,1.2630980999878139e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\right\insurance_1\J2_0p31\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.32,right,1,False,-0.3927870643016,3.2558431999896165e-06,-0.39146392066855,3.5526481499958966e-06,-0.17456626928765004,1.2328236499992151e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\right\insurance_1\J2_0p32\D_9_chi_108_energy_magnetization_correlation.txt
s103,plaquette,9,108,0.32,right,1,False,-0.39703611118489995,4.776005399997896e-06,-0.3906726845287,5.9196392000193665e-06,-0.17145126566354998,6.8028673500114545e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s103_J2_0p31_D_9_plaquette\right\insurance_1\J2_0p32\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.31,right,2,False,-0.39155336224795007,2.203937350009344e-06,-0.39000521814415,1.669908750001614e-06,-0.1861241227754,1.2479875999976686e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\right\insurance_2\J2_0p31\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.32,right,2,False,-0.39272068767014995,4.79554994997633e-06,-0.39217670581725006,6.239803150009937e-06,-0.17377572835135002,1.1780559499990906e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s005_J2_0p3_D_9_plaquette\right\insurance_2\J2_0p32\D_9_chi_108_energy_magnetization_correlation.txt
s103,plaquette,9,108,0.32,right,2,False,-0.39729893376765,6.827020500033143e-07,-0.3904288145482,1.1239790299988341e-05,-0.17137627094445,6.434673350000365e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\data\distinVBCsJ2Continuation\Results_Izar_J2_sequences\s103_J2_0p31_D_9_plaquette\right\insurance_2\J2_0p32\D_9_chi_108_energy_magnetization_correlation.txt
s005,plaquette,9,108,0.3,seed,0,True,-0.38779609943904997,3.040959500044682e-07,-0.3872725273683,7.771995000072085e-07,-0.20150947044445003,3.996932499972239e-07,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCJ2SeedContinuationIzar\seeds\s005\observation.txt
s103,plaquette,9,108,0.31,seed,0,True,-0.39631669557415,2.0931194499862467e-06,-0.38919709595255,1.0254882549992628e-05,-0.18209047345755,6.531624050010176e-06,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCJ2SeedContinuationIzar\d9_supplemental_seeds\s103\observation.txt
