cluster,branch,J2,D,chi,h,energy_per_site,delta,middle_fraction,clock_z6,texture,rank1,rank2,rank3,rank1_group,rank2_group,rank3_group,gap_1_to_2,gap_2_to_3,chi_energy_shift,hours_budget,path
Izar,dimer-plaquette,0.29,8,104,0.08,-0.4598213892194,0.5445588623898001,0.9970203304852496,-0.995517204537037,dimer-plaquette,-0.6664855750393001,-0.12354931809075,-0.1219267126495,2,0,1,0.5429362569485501,0.001622605441249994,6.416132390002494e-05,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_8\orientation_2\dimer-plaquette\replica_1\h_0p08\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,8,104,0.04,-0.4401324568144,0.4378044478923,0.9874899632623253,-0.9810021511982205,dimer-plaquette,-0.6067217036185,-0.17439420545325002,-0.1689172557262,2,0,1,0.43232749816524996,0.005476949727050012,6.525260930001497e-05,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_8\orientation_2\dimer-plaquette\replica_1\h_0p04\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,8,104,0.02,-0.4322137218558,0.3619743571820999,0.9617329721790719,-0.9404589470534367,dimer-plaquette,-0.5593106575251999,-0.21118798313985,-0.1973363003431,2,0,1,0.34812267438534994,0.013851682796749976,5.245971519995951e-05,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_8\orientation_2\dimer-plaquette\replica_1\h_0p02\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,8,104,0.01,-0.4289713129805,0.3159685743545999,0.892696115126468,-0.8230084973311587,dimer-plaquette,-0.5248101021810999,-0.2427461833527,-0.2088415278265,2,0,1,0.2820639188283999,0.033904655526200006,6.273288859998116e-05,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_8\orientation_2\dimer-plaquette\replica_1\h_0p01\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,8,104,0.0,-0.4268561217163,0.21772084758435004,0.15816225669390274,0.7291901420070849,plaquette,-0.41231246389930004,-0.37787724331605,-0.19459161631495,0,1,2,0.03443522058325005,0.1832856270011,1.8112610999931889e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_8\orientation_2\dimer-plaquette\replica_1\h_0p0\D_8_chi_104_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,9,108,0.08,-0.4598977614499,0.54187855717605,0.9999204553342642,-0.9998806735108692,dimer-plaquette,-0.6652599543547001,-0.12342450072735,-0.12338139717865,1,0,2,0.5418354536273501,4.310354870000477e-05,4.835482000364877e-07,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_9\orientation_1\dimer-plaquette\replica_1\h_0p08\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,9,108,0.04,-0.4403235693931,0.42884013496815,0.9982140086791157,-0.9973162340680682,dimer-plaquette,-0.60238996313495,-0.1743157329259,-0.17354982816679998,1,2,0,0.42807423020905,0.0007659047591000168,3.68496530001039e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_9\orientation_1\dimer-plaquette\replica_1\h_0p04\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,9,108,0.02,-0.4325601757686,0.3442686774153,0.9988852691623554,-0.9983260411914645,dimer-plaquette,-0.55205772644495,-0.20817281594079998,-0.20778904902965,1,2,0,0.34388491050415004,0.00038376691114996864,7.509079600009905e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_9\orientation_1\dimer-plaquette\replica_1\h_0p02\D_9_chi_108_energy_magnetization_correlation.txt
Izar,dimer-plaquette,0.29,9,108,0.01,-0.4294013872606,0.28569017821279996,0.9986927519159521,-0.9980365667615507,dimer-plaquette,-0.5157815042294,-0.2304647939547,-0.2300913260166,1,2,0,0.28531671027469996,0.00037346793809997503,3.935064800009158e-06,12.0,D:\HyraiOn\ENS_Lyon\Internship\2026-EPFL\6-AD-CTMRG\models\VBCPinningClusterBundle\Results_VBC_branches\J2_0.29\D_9\orientation_1\dimer-plaquette\replica_1\h_0p01\D_9_chi_108_energy_magnetization_correlation.txt
